Gene Symbol,SumCoverage,SumNum Proteins,SumNum Unique Peptides,SumNum Peptides,SumNum PSMs,Score A2,Coverage A2,Num Peptides A2,Num PSM A2,Score A4,Coverage A4,Num Peptides A4,Num PSM A4,Num AAs,MW kDa,calc pI
VARS,12.74,7.0,12.0,12.0,31.0,217.57,11.55,11.0,16.0,18.98,12.74,12.0,15.0,1264.0,140.4,7.59
VAT1,22.65,8.0,5.0,5.0,15.0,132.97,22.65,5.0,8.0,7.33,15.78,4.0,7.0,393.0,41.9,6.29
VCAN,11.45,8.0,6.0,6.0,14.0,85.98,7.48,4.0,6.0,8.45,11.45,6.0,8.0,655.0,74.2,7.37
VCP,42.18,7.0,29.0,29.0,105.0,888.94,39.45,26.0,52.0,83.37,39.33,28.0,53.0,806.0,89.3,5.26
VCPIP1,1.31,1.0,1.0,1.0,2.0,49.51,1.31,1.0,1.0,1.77,1.31,1.0,1.0,1222.0,134.2,7.2
VDAC1,31.8,2.0,6.0,7.0,27.0,299.77,31.8,7.0,13.0,21.41,31.8,7.0,14.0,283.0,30.8,8.54
VDAC2,39.93,7.0,11.0,11.0,66.0,748.23,39.93,11.0,33.0,55.49,39.93,11.0,33.0,283.0,30.4,7.2
VDAC3,30.99,8.0,7.0,8.0,29.0,465.15,30.63,7.0,15.0,23.23,30.99,8.0,14.0,284.0,30.8,8.66
VIM,77.25,4.0,52.0,61.0,984.0,10453.84,76.18,60.0,481.0,1110.19,77.25,60.0,503.0,466.0,53.6,5.12
VPS16,5.47,4.0,1.0,1.0,2.0,27.52,5.47,1.0,1.0,2.04,5.47,1.0,1.0,274.0,30.4,8.4
VPS26B,8.63,1.0,2.0,2.0,3.0,34.08,8.63,2.0,2.0,0.0,5.36,1.0,1.0,336.0,39.1,7.36
VPS29,5.49,3.0,1.0,1.0,4.0,55.36,5.49,1.0,2.0,0.0,5.49,1.0,2.0,182.0,20.5,6.79
VPS35,6.53,1.0,4.0,4.0,8.0,100.53,6.53,4.0,5.0,5.0,4.4,3.0,3.0,796.0,91.6,5.49
VPS4A,5.26,5.0,2.0,2.0,4.0,43.68,5.26,2.0,2.0,0.0,5.26,2.0,2.0,437.0,48.9,7.8
VPS51,4.1,5.0,2.0,2.0,4.0,60.54,4.1,2.0,2.0,1.63,4.1,2.0,2.0,658.0,72.6,7.14
VTA1,22.48,3.0,4.0,4.0,7.0,49.98,8.14,2.0,3.0,2.24,19.87,3.0,4.0,307.0,33.9,6.29
WASF1,21.47,4.0,9.0,9.0,24.0,176.16,15.74,7.0,11.0,22.16,21.47,9.0,13.0,559.0,61.6,6.46
WASF2,2.61,1.0,1.0,1.0,1.0,,,,,0.0,2.61,1.0,1.0,498.0,54.3,5.53
WBP11,2.31,2.0,1.0,1.0,1.0,,,,,0.0,2.31,1.0,1.0,607.0,66.8,8.07
WDR1,9.57,3.0,4.0,4.0,6.0,33.11,4.29,2.0,2.0,2.05,9.57,4.0,4.0,606.0,66.2,6.65
WDR37,12.55,3.0,5.0,5.0,14.0,145.41,12.55,5.0,7.0,6.46,12.55,5.0,7.0,494.0,54.6,7.23
WDR47,29.52,16.0,18.0,18.0,63.0,495.27,24.24,16.0,31.0,50.4,28.96,17.0,32.0,891.0,98.5,6.04
WDR48,6.29,7.0,3.0,3.0,6.0,78.76,6.29,3.0,3.0,3.32,6.29,3.0,3.0,668.0,75.3,7.15
WDR7,5.11,4.0,1.0,1.0,1.0,,,,,0.0,5.11,1.0,1.0,176.0,19.0,7.5
WNK2,3.61,25.0,5.0,5.0,12.0,53.83,3.61,5.0,6.0,4.09,3.61,5.0,6.0,2217.0,234.2,5.76
WT1,7.52,2.0,1.0,1.0,1.0,17.9,7.52,1.0,1.0,,,,,505.0,55.2,8.82
WWP2,4.87,1.0,1.0,1.0,1.0,,,,,0.0,4.87,1.0,1.0,431.0,51.0,6.28
XKR4,5.23,1.0,2.0,2.0,3.0,74.54,3.23,1.0,1.0,0.0,5.23,2.0,2.0,650.0,71.5,7.78
XPR1,3.96,2.0,1.0,1.0,1.0,,,,,0.0,3.96,1.0,1.0,631.0,73.9,7.52
XRCC5,29.92,2.0,20.0,20.0,76.0,412.94,25.96,19.0,38.0,40.35,29.92,19.0,38.0,732.0,82.7,5.81
XRCC6,33.66,4.0,18.0,18.0,84.0,499.12,30.54,16.0,41.0,47.54,33.66,17.0,43.0,609.0,69.8,6.64
YBX1,41.67,7.0,8.0,8.0,38.0,454.12,41.67,8.0,20.0,38.85,41.67,7.0,18.0,324.0,35.9,9.88
YES1,21.36,117.0,4.0,13.0,47.0,263.16,19.15,12.0,24.0,14.61,19.89,12.0,23.0,543.0,60.8,6.74
YLPM1,2.07,6.0,2.0,2.0,3.0,22.67,2.07,2.0,2.0,0.0,1.38,1.0,1.0,1595.0,180.2,6.43
YTHDC1,0.85,3.0,1.0,1.0,2.0,43.47,0.85,1.0,1.0,0.0,0.85,1.0,1.0,709.0,82.6,5.96
YWHAB,22.13,4.0,1.0,5.0,30.0,182.28,22.13,5.0,16.0,18.4,15.57,4.0,14.0,244.0,27.8,4.83
YWHAE,62.75,6.0,13.0,15.0,76.0,595.57,62.75,15.0,38.0,63.14,58.04,14.0,38.0,255.0,29.2,4.74
YWHAG,42.11,1.0,6.0,10.0,55.0,427.65,34.41,9.0,29.0,41.0,27.53,8.0,26.0,247.0,28.3,4.89
YWHAH,29.67,2.0,2.0,6.0,34.0,220.28,29.67,6.0,17.0,28.71,23.17,5.0,17.0,246.0,28.2,4.84
YWHAQ,35.51,2.0,10.0,12.0,48.0,406.12,35.51,12.0,25.0,27.59,35.51,12.0,23.0,245.0,27.7,4.78
YWHAZ,50.61,11.0,12.0,15.0,96.0,1088.68,50.61,14.0,47.0,89.49,50.61,15.0,49.0,245.0,27.7,4.79
ZBTB18,4.6,2.0,1.0,1.0,2.0,23.66,4.6,1.0,1.0,2.04,4.6,1.0,1.0,522.0,58.3,5.69
ZC2HC1A,9.54,2.0,3.0,3.0,9.0,36.22,9.54,3.0,4.0,0.0,9.54,3.0,5.0,325.0,35.1,9.82
ZCCHC3,8.66,5.0,3.0,3.0,6.0,43.84,8.66,3.0,3.0,0.0,8.66,3.0,3.0,404.0,43.6,8.53
ZFR,3.07,1.0,2.0,2.0,4.0,33.55,3.07,2.0,2.0,1.71,3.07,2.0,2.0,1074.0,116.9,9.04
ZNF214,2.48,1.0,1.0,1.0,1.0,,,,,0.0,2.48,1.0,1.0,606.0,70.9,8.53
ZNF326,6.53,2.0,3.0,3.0,11.0,90.04,6.53,3.0,5.0,2.76,6.53,3.0,6.0,582.0,65.6,5.15
ZNF428,7.45,2.0,1.0,1.0,2.0,43.56,7.45,1.0,1.0,0.0,7.45,1.0,1.0,188.0,20.5,4.17
ZNF436,8.28,2.0,1.0,1.0,1.0,,,,,0.0,8.28,1.0,1.0,302.0,34.7,6.55
ZNF512,14.5,5.0,5.0,5.0,11.0,74.02,10.78,4.0,5.0,5.68,14.5,5.0,6.0,538.0,61.3,9.61
ZNF518B,1.58,1.0,1.0,1.0,1.0,,,,,0.0,1.58,1.0,1.0,1074.0,119.5,9.45
ZNF529,26.09,1.0,1.0,1.0,1.0,,,,,0.0,26.09,1.0,1.0,92.0,10.9,4.32
ZNF84,5.51,3.0,1.0,1.0,1.0,,,,,0.0,5.51,1.0,1.0,236.0,27.8,5.83
ZYG11A,4.08,2.0,1.0,1.0,1.0,,,,,0.0,4.08,1.0,1.0,417.0,47.7,8.09
hCG_1980662,7.56,1.0,1.0,1.0,1.0,,,,,0.0,7.56,1.0,1.0,291.0,30.9,9.29
